!CSV A.01.01
!Keysight Technologies,N5222B,MY57181103,A.13.55.04
!Date: Friday, July 24, 2026 15:22:37
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S31(DB),S31(DEG),S11(DB),S11(DEG),S33(DB),S33(DEG)
11059808662.171,-18.543543,-179.68604,-23.336216,170.22173,-15.632695,-99.942848
11059808669.684,-18.520197,-179.84573,-23.391035,169.70485,-15.665501,-99.8638
11059808677.198,-18.549294,-179.86008,-23.356091,170.5345,-15.679469,-99.541115
11059808684.712,-18.547112,179.92847,-23.357115,171.21999,-15.696369,-99.475395
11059808692.226,-18.496084,179.2877,-23.436909,172.14061,-15.6644,-99.530945
11059808699.74,-18.51119,178.71162,-23.375841,173.59491,-15.643852,-99.663216
11059808707.253,-18.483006,178.12074,-23.406729,174.20518,-15.650535,-99.903824
11059808714.767,-18.473972,178.00949,-23.413891,175.01671,-15.629975,-99.842796
11059808722.281,-18.465588,178.15616,-23.454346,175.16954,-15.608626,-99.946136
11059808729.795,-18.486334,177.90309,-23.476446,175.52518,-15.628735,-100.21974
11059808737.309,-18.491793,178.37877,-23.403145,174.01328,-15.642714,-99.838928
11059808744.823,-18.516748,179.03775,-23.431425,172.83572,-15.653015,-99.768257
11059808752.336,-18.475452,179.25658,-23.376783,172.20114,-15.679172,-99.628883
11059808759.85,-18.535528,179.24216,-23.402851,171.6841,-15.704312,-99.523064
11059808767.364,-18.526066,179.44304,-23.415108,171.54826,-15.723434,-99.161186
11059808774.878,-18.496895,179.2998,-23.386728,172.76891,-15.735597,-99.22744
11059808782.392,-18.484049,178.84094,-23.405893,173.25336,-15.727738,-99.125031
11059808789.905,-18.453381,178.03926,-23.433125,174.57706,-15.717902,-99.285042
11059808797.419,-18.476263,177.45248,-23.435736,176.34805,-15.685829,-99.515503
11059808804.933,-18.423944,176.80252,-23.389353,176.53725,-15.705393,-99.5644
11059808812.447,-18.400509,176.96313,-23.39879,176.88997,-15.668333,-99.554451
11059808819.961,-18.440826,177.02701,-23.370768,177.19476,-15.67205,-99.561127
11059808827.474,-18.396542,177.25604,-23.406778,176.98308,-15.691392,-99.550415
11059808834.988,-18.44759,177.51355,-23.45907,175.6698,-15.681249,-99.297852
11059808842.502,-18.451609,178.21817,-23.427263,174.59814,-15.682646,-99.405922
11059808850.016,-18.447432,178.52847,-23.395792,173.74245,-15.717691,-99.163597
11059808857.53,-18.497715,178.64009,-23.388424,173.37598,-15.746959,-98.750473
11059808865.044,-18.44067,177.98445,-23.451748,174.19334,-15.76632,-98.665672
11059808872.557,-18.475065,177.85118,-23.435017,174.76147,-15.76396,-98.784805
11059808880.071,-18.467834,177.77324,-23.430935,175.75458,-15.75121,-98.818863
11059808887.585,-18.421547,176.98872,-23.428831,177.3494,-15.753351,-98.791862
11059808895.099,-18.438292,176.29861,-23.367956,179.09097,-15.729855,-98.926361
11059808902.613,-18.428539,176.14876,-23.383852,179.18452,-15.731316,-99.188667
11059808910.126,-18.433483,176.07269,-23.331432,178.72285,-15.736102,-99.196892
11059808917.64,-18.432808,175.93001,-23.40345,179.12601,-15.721926,-99.129166
11059808925.154,-18.405138,176.59917,-23.366638,178.09766,-15.727135,-99.043854
11059808932.668,-18.441227,177.18196,-23.409184,176.76686,-15.733596,-99.024231
11059808940.182,-18.45365,177.56764,-23.416515,176.21115,-15.760797,-98.701607
11059808947.695,-18.484617,177.56319,-23.403788,176.07179,-15.790993,-98.59491
11059808955.209,-18.476021,177.78064,-23.388145,175.54393,-15.779263,-98.291817
11059808962.723,-18.430513,177.28598,-23.427607,176.58028,-15.794784,-98.339294
11059808970.237,-18.434744,176.80077,-23.365025,177.13237,-15.794342,-98.271812
11059808977.751,-18.428329,176.2374,-23.3825,178.91547,-15.821236,-98.577156
11059808985.265,-18.398079,176.23964,-23.384813,179.0397,-15.795803,-98.413719
11059808992.778,-18.409021,175.59897,-23.384794,-179.87517,-15.74725,-98.787735
11059809000.292,-18.393667,175.19269,-23.312712,-178.63757,-15.755634,-98.820534
11059809007.806,-18.392281,175.15355,-23.309515,-179.05899,-15.756371,-98.875969
11059809015.32,-18.376005,175.32233,-23.336025,-179.20262,-15.736969,-98.860298
11059809022.834,-18.416916,176.04428,-23.398088,178.81113,-15.786635,-98.646759
11059809030.347,-18.451176,176.49182,-23.381191,178.1969,-15.809419,-98.475136
11059809037.861,-18.443521,176.84383,-23.387959,177.67606,-15.814473,-98.40416
11059809045.375,-18.454306,176.98332,-23.433249,177.43494,-15.852677,-98.153152
11059809052.889,-18.423342,176.55254,-23.381161,177.85811,-15.835323,-97.937302
11059809060.403,-18.401747,176.25104,-23.298925,178.66312,-15.830489,-97.710068
11059809067.916,-18.375692,176.14761,-23.38781,179.12059,-15.839952,-97.702324
11059809075.43,-18.414537,175.46741,-23.280643,-179.65778,-15.836536,-98.083336
11059809082.944,-18.348709,174.69661,-23.260836,-178.12894,-15.827452,-98.182465
11059809090.458,-18.388124,174.4977,-23.251205,-177.86726,-15.790832,-98.233017
11059809097.972,-18.357183,174.3148,-23.250731,-177.41116,-15.814576,-98.278076
11059809105.486,-18.361553,174.43486,-23.237419,-176.90527,-15.80395,-98.117897
11059809112.999,-18.395079,175.063,-23.335581,-178.25848,-15.802882,-98.160088
11059809120.513,-18.407373,175.84625,-23.358294,179.60487,-15.804049,-98.219017
11059809128.027,-18.430025,175.8476,-23.383821,-179.87628,-15.844056,-98.088264
11059809135.541,-18.424183,175.92061,-23.349224,179.8754,-15.835169,-97.66967
11059809143.055,-18.415783,175.7681,-23.319324,179.40987,-15.869129,-97.36911
11059809150.568,-18.421766,175.94016,-23.364536,179.42741,-15.862046,-97.341881
11059809158.082,-18.391617,175.35966,-23.340437,-179.30721,-15.886224,-97.333885
11059809165.596,-18.39603,174.74409,-23.258612,-177.93848,-15.86016,-97.478844
11059809173.11,-18.3456,174.21152,-23.212835,-176.75755,-15.85019,-97.691216
11059809180.624,-18.328701,173.54555,-23.171288,-175.25926,-15.857856,-97.679787
11059809188.137,-18.318789,173.32524,-23.117805,-175.04306,-15.858538,-97.816849
11059809195.651,-18.341549,173.60165,-23.20594,-175.75838,-15.838376,-97.975014
11059809203.165,-18.326794,174.06711,-23.209024,-176.11989,-15.845523,-97.837143
11059809210.679,-18.344343,174.27652,-23.247932,-176.88469,-15.843214,-97.718025
11059809218.193,-18.364008,174.48459,-23.220289,-177.53619,-15.894822,-97.706757
11059809225.707,-18.361338,175.00168,-23.316912,-178.2639,-15.896601,-97.389359
11059809233.22,-18.398106,175.21523,-23.319077,-178.82787,-15.896948,-96.963829
11059809240.734,-18.379423,174.96921,-23.310217,-178.47314,-15.936791,-96.991356
11059809248.248,-18.383726,174.717,-23.363884,-177.49808,-15.923848,-96.706848
11059809255.762,-18.355268,174.09441,-23.209059,-176.46762,-15.915811,-96.804382
11059809263.276,-18.344664,173.2563,-23.182539,-175.18991,-15.915594,-97.002556
11059809270.789,-18.348335,172.955,-23.090424,-174.34099,-15.907904,-97.107933
11059809278.303,-18.354815,172.66719,-23.030088,-173.93324,-15.893146,-97.265915
11059809285.817,-18.30406,172.48965,-23.028992,-173.68637,-15.870703,-97.412422
11059809293.331,-18.350756,172.44603,-23.073305,-173.33011,-15.866962,-97.29554
11059809300.845,-18.3559,172.92328,-23.103426,-174.04044,-15.895566,-97.283333
11059809308.358,-18.351833,173.78661,-23.186951,-175.27586,-15.892262,-97.101387
11059809315.872,-18.338911,173.94096,-23.20845,-176.48514,-15.904942,-96.950241
11059809323.386,-18.363947,174.16158,-23.262569,-177.00912,-15.901908,-96.96653
11059809330.9,-18.340414,173.79797,-23.240793,-176.63898,-15.952118,-96.587044
11059809338.414,-18.340523,173.84906,-23.231508,-176.44476,-15.927831,-96.341583
11059809345.928,-18.345131,173.5161,-23.136683,-175.29404,-15.950839,-96.116493
11059809353.441,-18.317772,172.85956,-23.068169,-173.74724,-15.949332,-96.423645
11059809360.955,-18.304373,172.30571,-23.030655,-173.24905,-15.935234,-96.577843
11059809368.469,-18.314617,172.08102,-22.977526,-172.26949,-15.938251,-96.744217
11059809375.983,-18.307228,171.51779,-22.903366,-171.77402,-15.928174,-96.887344
11059809383.497,-18.287865,171.33376,-22.870235,-171.13293,-15.880903,-97.073669
11059809391.01,-18.307634,171.74974,-22.984478,-171.87627,-15.905509,-96.908585
11059809398.524,-18.339457,172.59622,-23.039417,-173.23853,-15.922182,-96.776871
11059809406.038,-18.338217,172.86601,-23.170614,-173.69048,-15.931864,-96.609055
11059809413.552,-18.34833,173.29688,-23.151186,-174.61652,-15.960262,-96.499931
11059809421.066,-18.328608,173.28546,-23.11404,-175.09334,-15.973115,-96.194534
11059809428.579,-18.339643,173.12622,-23.09569,-174.38042,-15.976054,-95.872948
11059809436.093,-18.329905,173.01997,-23.091227,-174.3177,-15.981559,-95.989983
11059809443.607,-18.343525,172.78313,-23.103758,-173.68462,-15.952717,-95.888466
11059809451.121,-18.323235,171.77098,-22.95924,-172.21991,-15.950648,-95.956795
11059809458.635,-18.319763,171.34383,-22.819984,-170.5043,-15.948601,-96.187248
11059809466.149,-18.292175,170.69292,-22.834753,-169.89719,-15.945,-96.303391
11059809473.662,-18.29619,170.80197,-22.800684,-170.09593,-15.929729,-96.386528
11059809481.176,-18.315702,170.85797,-22.796446,-170.07179,-15.943887,-96.53772
11059809488.69,-18.313272,171.14726,-22.874493,-170.4035,-15.93988,-96.480278
11059809496.204,-18.30162,171.48622,-22.941858,-172.13675,-15.9507,-96.187561
11059809503.718,-18.347557,172.08269,-22.977705,-172.41057,-15.956243,-95.902786
11059809511.231,-18.330667,172.39835,-22.968657,-172.74806,-15.993532,-95.928978
11059809518.745,-18.31444,172.46581,-23.018681,-173.24188,-16.00016,-95.43457
11059809526.259,-18.33363,172.0381,-22.959045,-172.67398,-15.9867,-95.276726
11059809533.773,-18.323072,171.94333,-22.930595,-171.85258,-16.017015,-95.398376
11059809541.287,-18.33007,171.15388,-22.879522,-171.04193,-16.00214,-95.432823
11059809548.8,-18.318657,170.52472,-22.798653,-170.05266,-15.997865,-95.317795
11059809556.314,-18.307741,170.25322,-22.687813,-169.02675,-15.976088,-95.606522
11059809563.828,-18.297569,169.74535,-22.664692,-168.50977,-15.961422,-95.822701
11059809571.342,-18.298595,169.72963,-22.587351,-168.67526,-15.974437,-95.752296
11059809578.856,-18.281755,170.25218,-22.735971,-168.73579,-15.963408,-95.810699
11059809586.37,-18.303974,170.84843,-22.801359,-169.68419,-15.96692,-95.739861
11059809593.883,-18.316505,171.19221,-22.848419,-170.4614,-15.980655,-95.529228
11059809601.397,-18.310858,171.1844,-22.900097,-170.74365,-15.979356,-95.415794
11059809608.911,-18.312544,171.5233,-22.894503,-171.74199,-15.993418,-95.321411
11059809616.425,-18.318478,171.44452,-22.89934,-171.39206,-15.998247,-94.975822
11059809623.939,-18.320383,171.36546,-22.924971,-170.75064,-16.032719,-94.749115
11059809631.452,-18.304321,170.98401,-22.792231,-169.98286,-16.027449,-94.778946
11059809638.966,-18.304781,170.09532,-22.69812,-168.67758,-16.005198,-95.086014
11059809646.48,-18.276423,169.54903,-22.564013,-167.9496,-15.995609,-95.049698
11059809653.994,-18.286797,169.30159,-22.510931,-167.27057,-15.999462,-95.101639
11059809661.508,-18.288132,169.10292,-22.541029,-167.1398,-16.016315,-95.22905
11059809669.021,-18.2875,169.12128,-22.520761,-167.16823,-15.986098,-95.44487
11059809676.535,-18.278883,169.42688,-22.543058,-168.16743,-15.986472,-95.223984
11059809684.049,-18.314798,170.24573,-22.677298,-168.86928,-16.008909,-95.32547
11059809691.563,-18.325548,170.35059,-22.772213,-169.28967,-15.997957,-95.020973
11059809699.077,-18.285627,170.5166,-22.744875,-169.68048,-16.025589,-94.755554
11059809706.591,-18.312944,170.70792,-22.81201,-169.82704,-16.044441,-94.543549
11059809714.104,-18.311548,170.69781,-22.766108,-169.95392,-16.028936,-94.441841
11059809721.618,-18.29225,170.05609,-22.658474,-168.88211,-16.0571,-94.445641
11059809729.132,-18.281944,169.39131,-22.614731,-167.53763,-16.03916,-94.261452
11059809736.646,-18.272989,168.64847,-22.466896,-166.95883,-16.030113,-94.362183
11059809744.16,-18.284525,168.50992,-22.43428,-166.22707,-16.045801,-94.561234
11059809751.673,-18.265303,168.33546,-22.378168,-165.98781,-16.032597,-94.730339
11059809759.187,-18.327385,168.23608,-22.405764,-165.87257,-16.008928,-94.668762
11059809766.701,-18.274374,168.36845,-22.432438,-165.77765,-16.01325,-94.829376
11059809774.215,-18.274284,168.61989,-22.413876,-166.51778,-16.007973,-94.800003
11059809781.729,-18.298403,169.08118,-22.53517,-167.21542,-16.020126,-94.486916
11059809789.242,-18.297049,169.55931,-22.654297,-168.56418,-16.030216,-94.271591
11059809796.756,-18.300291,170.08244,-22.694448,-168.78737,-16.056465,-94.118515
11059809804.27,-18.304434,169.64897,-22.583782,-167.89107,-16.032412,-93.824211
11059809811.784,-18.29722,169.07024,-22.502481,-167.35857,-16.017265,-93.772888
11059809819.298,-18.3016,169.1579,-22.504236,-167.15138,-16.073788,-93.691345
11059809826.812,-18.281101,168.3757,-22.381197,-165.95534,-16.02174,-93.737488
11059809834.325,-18.282076,167.85165,-22.290421,-165.11803,-16.078714,-93.965767
11059809841.839,-18.291561,167.22632,-22.160055,-164.44109,-16.027794,-94.066124
11059809849.353,-18.282984,167.20322,-22.183624,-164.13167,-16.037701,-94.214478
11059809856.867,-18.275215,167.06024,-22.180817,-164.51283,-16.031528,-94.238983
11059809864.381,-18.289331,167.69789,-22.226404,-164.75371,-16.039686,-94.247337
11059809871.894,-18.300535,168.47182,-22.368469,-165.83044,-16.042477,-93.89592
11059809879.408,-18.296675,168.76808,-22.413168,-165.96228,-16.074194,-93.948486
11059809886.922,-18.289289,168.82152,-22.413227,-166.2863,-16.04549,-93.903572
11059809894.436,-18.264532,168.72064,-22.454397,-166.93968,-16.038176,-93.356369
11059809901.95,-18.298698,168.57208,-22.417929,-166.47545,-16.052843,-93.247917
11059809909.463,-18.263563,168.46037,-22.336632,-165.83124,-16.060429,-92.963455
11059809916.977,-18.28875,167.76239,-22.310371,-165.33661,-16.07263,-93.193153
11059809924.491,-18.252398,167.22099,-22.190144,-164.09645,-16.049292,-93.47879
11059809932.005,-18.27869,166.66965,-22.062588,-163.63168,-16.043863,-93.491989
11059809939.519,-18.274609,166.42015,-21.960112,-162.81857,-16.050865,-93.545258
11059809947.032,-18.279638,166.20966,-21.993185,-162.96713,-16.052279,-93.786163
11059809954.546,-18.292927,166.58656,-22.029552,-163.21025,-16.076931,-93.861427
11059809962.06,-18.264847,166.90642,-22.082226,-163.89774,-16.027332,-93.789703
11059809969.574,-18.257498,167.43568,-22.211416,-164.67615,-16.050171,-93.658318
11059809977.088,-18.28771,167.83447,-22.243153,-164.87936,-16.059814,-93.299858
11059809984.602,-18.254507,167.93079,-22.271519,-165.26593,-16.068279,-93.066811
11059809992.115,-18.274019,167.87874,-22.249519,-165.01709,-16.05933,-92.874283
11059809999.629,-18.266703,167.63254,-22.322149,-164.79858,-16.070671,-92.480621
11059810007.143,-18.282459,167.26877,-22.161631,-164.13745,-16.061686,-92.523552
11059810014.657,-18.26292,166.40813,-21.995434,-163.29929,-16.062162,-92.854897
11059810022.171,-18.290222,165.67825,-21.853811,-162.41731,-16.063791,-92.915909
11059810029.684,-18.277424,165.56018,-21.801844,-162.09093,-16.065876,-92.952499
11059810037.198,-18.25264,165.5589,-21.843134,-162.2281,-16.079247,-93.246307
11059810044.712,-18.280731,165.46835,-21.844816,-161.85838,-16.050524,-93.373734
11059810052.226,-18.273079,165.85921,-21.869869,-162.21417,-16.066227,-93.283951
11059810059.74,-18.267765,166.41515,-21.941271,-163.29405,-16.043413,-92.994408
11059810067.253,-18.25441,166.91495,-22.049871,-163.72293,-16.089109,-92.962555
11059810074.767,-18.27652,167.31241,-22.182377,-164.00902,-16.076048,-92.707321
11059810082.281,-18.246712,167.1572,-22.154345,-164.03946,-16.060553,-92.43663
11059810089.795,-18.26844,166.951,-22.116604,-164.02603,-16.076345,-92.171265
11059810097.309,-18.304106,166.70708,-22.025154,-163.27126,-16.079838,-92.034584
11059810104.823,-18.26103,165.95572,-21.897875,-162.47307,-16.099136,-92.02977
11059810112.336,-18.290304,165.41785,-21.751385,-161.89192,-16.073025,-92.187515
11059810119.85,-18.292883,164.84494,-21.688059,-161.08389,-16.097237,-92.284897
11059810127.364,-18.273718,164.48323,-21.61875,-160.9146,-16.055216,-92.580872
11059810134.878,-18.268116,164.55916,-21.580267,-160.5394,-16.071779,-92.553696
11059810142.392,-18.288538,165.01764,-21.671394,-161.33148,-16.086689,-92.765587
11059810149.905,-18.269794,165.11229,-21.762859,-161.7457,-16.095539,-92.784492
11059810157.419,-18.277613,165.89284,-21.878136,-162.3737,-16.075285,-92.501236
11059810164.933,-18.278675,166.11308,-21.885345,-162.61749,-16.081924,-92.202835
11059810172.447,-18.259134,166.18581,-21.938789,-163.00699,-16.089556,-92.010849
11059810179.961,-18.267319,166.28302,-21.940247,-162.51414,-16.06286,-91.771172
11059810187.474,-18.272163,165.97664,-21.861919,-162.65521,-16.089731,-91.577751
11059810194.988,-18.282276,165.58049,-21.809229,-161.7468,-16.090723,-91.503136
11059810202.502,-18.25724,164.82256,-21.706711,-161.26849,-16.090715,-91.630745
11059810210.016,-18.286282,164.36159,-21.542303,-160.51189,-16.088371,-91.772011
11059810217.53,-18.263908,164.08185,-21.447264,-159.85712,-16.068171,-91.660561
11059810225.044,-18.278913,163.71191,-21.426092,-159.80385,-16.074903,-91.887665
11059810232.557,-18.282038,163.50717,-21.353634,-160.12502,-16.060884,-92.253113
11059810240.071,-18.264931,164.23851,-21.516602,-160.13266,-16.093702,-92.185905
11059810247.585,-18.296499,164.80354,-21.624708,-161.04704,-16.066692,-92.067108
11059810255.099,-18.286175,165.1756,-21.73395,-161.10915,-16.078077,-91.702187
11059810262.613,-18.314463,164.96548,-21.722502,-161.97385,-16.075264,-91.685341
11059810270.126,-18.274439,165.32271,-21.798161,-161.66704,-16.072229,-91.439148
11059810277.64,-18.288231,165.11975,-21.697628,-161.68237,-16.078514,-91.112823
11059810285.154,-18.290377,164.79086,-21.635609,-161.07828,-16.069969,-91.016571
11059810292.668,-18.281343,164.25648,-21.554962,-160.54198,-16.066422,-90.816254
11059810300.182,-18.274998,163.65326,-21.401068,-159.83667,-16.078636,-91.066177
11059810307.695,-18.273706,163.21338,-21.308191,-159.39961,-16.070673,-91.272865
11059810315.209,-18.277124,162.6067,-21.19615,-159.23056,-16.090933,-91.40271
11059810322.723,-18.288704,162.79384,-21.228411,-159.40439,-16.07959,-91.529381
11059810330.237,-18.25478,163.04404,-21.289482,-159.33264,-16.074965,-91.610039
11059810337.751,-18.278904,163.5051,-21.360481,-160.11479,-16.060116,-91.630089
11059810345.265,-18.279469,164.01466,-21.453506,-160.06381,-16.071207,-91.161957
11059810352.778,-18.312902,163.95261,-21.478209,-160.59325,-16.099577,-91.091743
11059810360.292,-18.301378,164.42937,-21.577494,-160.72731,-16.072206,-90.992386
11059810367.806,-18.244427,164.31821,-21.520885,-160.5836,-16.082321,-90.776695
11059810375.32,-18.315142,164.05765,-21.529921,-160.42224,-16.051872,-90.426765
11059810382.834,-18.268858,163.98952,-21.43084,-159.56242,-16.0718,-90.183266
11059810390.347,-18.300516,162.88084,-21.223454,-159.38829,-16.128822,-90.358109
11059810397.861,-18.285942,162.66211,-21.14196,-158.78935,-16.074541,-90.69281
11059810405.375,-18.285412,162.00793,-21.058857,-158.30688,-16.064514,-90.622452
11059810412.889,-18.305534,161.8118,-21.032806,-158.14857,-16.086536,-90.650505
11059810420.403,-18.313612,162.01675,-21.010679,-158.37431,-16.068979,-90.797104
11059810427.916,-18.29277,162.19319,-21.089842,-158.79475,-16.062189,-90.886345
11059810435.43,-18.28895,162.83092,-21.245663,-158.92461,-16.077681,-90.945297
11059810442.944,-18.244644,162.90477,-21.230579,-159.36011,-16.071993,-90.722107
11059810450.458,-18.288431,163.32324,-21.320032,-159.47917,-16.058468,-90.634071
11059810457.972,-18.272558,163.41496,-21.36937,-160.12796,-16.082605,-90.43293
11059810465.486,-18.278793,163.35852,-21.33543,-159.43094,-16.061394,-90.1166
11059810472.999,-18.272099,162.94348,-21.288158,-159.13811,-16.063141,-90.102982
11059810480.513,-18.302216,162.30269,-21.115629,-158.64903,-16.070019,-89.936752
11059810488.027,-18.304628,161.57277,-20.971157,-158.28929,-16.072489,-90.032082
11059810495.541,-18.315994,161.03136,-20.892069,-157.64157,-16.075224,-90.19912
11059810503.055,-18.306625,160.96507,-20.830782,-157.39162,-16.099813,-90.210182
11059810510.568,-18.290491,161.38947,-20.904211,-157.6454,-16.061922,-90.148209
11059810518.082,-18.313871,160.96606,-20.861572,-157.70633,-16.082588,-90.57769
11059810525.596,-18.310526,161.54874,-20.969646,-157.76099,-16.051809,-90.539146
11059810533.11,-18.297974,162.07382,-21.041668,-158.31064,-16.060539,-90.262955
11059810540.624,-18.328821,162.19101,-21.118736,-158.81377,-16.060938,-90.175598
11059810548.137,-18.306633,162.47163,-21.169664,-158.78789,-16.055561,-89.883904
11059810555.651,-18.301928,162.56512,-21.1511,-158.84021,-16.048546,-89.694664
11059810563.165,-18.303366,162.37889,-21.116758,-158.62914,-16.054276,-89.557159
11059810570.679,-18.31637,161.79887,-21.040668,-158.34554,-16.038534,-89.386322
11059810578.193,-18.33263,161.19208,-20.874823,-157.79208,-16.071039,-89.328636
11059810585.707,-18.29837,160.55728,-20.701702,-157.28761,-16.064743,-89.423264
11059810593.22,-18.310823,160.37671,-20.711704,-157.03667,-16.084343,-89.631203
11059810600.734,-18.332186,160.03488,-20.622913,-156.77068,-16.059473,-89.91674
11059810608.248,-18.325531,160.0408,-20.601543,-156.84798,-16.072853,-89.756844
11059810615.762,-18.333853,160.57146,-20.762867,-156.95631,-16.082684,-89.959641
11059810623.276,-18.317371,160.99971,-20.843775,-157.6501,-16.075706,-89.932632
11059810630.789,-18.318789,161.56081,-20.956724,-157.71289,-16.06497,-89.636879
11059810638.303,-18.308327,161.8118,-20.968561,-158.18488,-16.063158,-89.524712
11059810645.817,-18.28039,161.66182,-20.984108,-158.18279,-16.058449,-89.329811
11059810653.331,-18.326403,161.27104,-20.854445,-157.75577,-16.022985,-89.045944
11059810660.845,-18.306341,161.33383,-20.861103,-157.53363,-16.054411,-88.806541
11059810668.358,-18.30127,160.8096,-20.765329,-157.53262,-16.028831,-88.897156
11059810675.872,-18.320807,160.16792,-20.646931,-156.91394,-16.033381,-89.035423
11059810683.386,-18.306385,159.46875,-20.522993,-156.29837,-16.043509,-89.184982
11059810690.9,-18.321333,159.30707,-20.440691,-155.87373,-16.061024,-89.11853
11059810698.414,-18.33271,159.07999,-20.375498,-156.237,-16.06728,-89.085045
11059810705.928,-18.350683,159.52895,-20.520565,-156.6246,-16.078878,-89.329369
11059810713.441,-18.347672,160.03094,-20.623587,-156.71147,-16.061255,-89.478432
11059810720.955,-18.316616,160.35222,-20.706833,-156.91064,-16.063782,-89.290253
11059810728.469,-18.322727,160.59921,-20.70734,-157.19202,-16.05319,-89.042343
11059810735.983,-18.304907,160.95813,-20.799965,-157.0405,-16.036551,-88.845131
11059810743.497,-18.330944,160.76755,-20.735697,-157.3757,-16.02412,-88.605545
11059810751.01,-18.288166,160.67932,-20.72542,-157.08054,-16.030468,-88.237099
11059810758.524,-18.308443,160.22852,-20.626932,-157.20129,-16.02774,-88.192101
11059810766.038,-18.32719,159.52441,-20.521904,-156.26175,-16.02809,-88.233276
11059810773.552,-18.32913,158.95573,-20.393946,-155.95097,-16.01749,-88.47731
11059810781.066,-18.352419,158.58633,-20.26642,-155.93318,-16.033903,-88.452057
11059810788.579,-18.359945,158.41016,-20.241356,-155.95827,-16.029835,-88.527031
11059810796.093,-18.325933,158.4003,-20.257944,-155.93832,-16.037212,-88.824913
11059810803.607,-18.342888,158.65117,-20.361637,-155.96342,-16.02425,-89.022469
11059810811.121,-18.329159,159.47975,-20.455269,-156.09727,-16.05126,-88.803444
11059810818.635,-18.292582,159.57727,-20.499176,-156.23822,-16.034842,-88.519119
11059810826.149,-18.318869,159.89337,-20.521322,-156.5905,-16.027674,-88.380104
11059810833.662,-18.307268,160.03329,-20.616539,-156.80571,-16.03269,-88.357841
11059810841.176,-18.319471,159.85371,-20.528095,-156.61441,-16.012783,-88.097412
11059810848.69,-18.317205,159.59067,-20.482418,-156.37482,-16.008698,-87.680771
11059810856.204,-18.336279,159.06334,-20.36669,-155.97917,-15.992436,-87.567848
11059810863.718,-18.369516,158.1908,-20.256069,-155.7162,-15.990123,-87.686371
11059810871.231,-18.348349,157.6763,-20.130146,-155.43219,-16.002554,-87.816498
11059810878.745,-18.331886,157.64006,-20.07963,-155.35814,-16.01116,-88.105095
11059810886.259,-18.380932,157.47145,-20.036341,-155.29216,-16.011223,-88.126976
11059810893.773,-18.378242,157.39426,-20.131905,-155.48457,-16.026413,-88.337395
11059810901.287,-18.370514,158.32652,-20.188694,-155.5757,-16.028109,-88.42617
11059810908.8,-18.367228,158.63777,-20.307987,-156.03566,-16.037586,-88.095459
11059810916.314,-18.342834,159.07129,-20.363255,-155.83324,-16.025023,-87.926018
11059810923.828,-18.33036,159.20032,-20.40523,-156.1665,-16.021637,-88.002281
11059810931.342,-18.325474,159.07135,-20.43609,-156.52557,-15.997924,-87.673607
11059810938.856,-18.331732,158.8541,-20.347828,-155.8963,-16.001802,-87.370079
11059810946.37,-18.3479,158.34631,-20.242268,-155.87898,-15.974044,-87.166306
11059810953.883,-18.3878,157.77156,-20.140854,-155.47124,-15.970942,-87.026558
11059810961.397,-18.351271,157.27754,-20.010612,-155.4366,-15.974984,-87.200729
11059810968.911,-18.40185,156.74899,-19.915421,-154.93166,-15.994946,-87.296028
11059810976.425,-18.394897,156.64009,-19.856976,-154.97511,-15.974498,-87.421089
11059810983.939,-18.367592,156.65343,-19.892284,-154.91737,-15.99936,-87.577835
11059810991.452,-18.379519,156.91991,-19.92222,-155.1078,-15.996256,-87.759087
11059810998.966,-18.343506,157.35513,-20.002697,-155.13577,-15.975225,-87.854736
11059811006.48,-18.358118,157.63818,-20.122768,-155.55908,-16.023823,-87.642303
11059811013.994,-18.371235,158.07486,-20.193104,-155.77452,-15.981489,-87.460449
11059811021.508,-18.369694,157.91972,-20.172024,-155.70111,-15.974542,-87.302429
11059811029.021,-18.347647,157.9223,-20.167278,-155.44266,-15.951751,-87.027451
11059811036.535,-18.382475,157.67451,-20.083296,-155.36177,-15.955107,-86.699814
11059811044.049,-18.337502,156.96283,-20.010187,-154.88817,-15.944145,-86.67643
11059811051.563,-18.41213,156.68721,-19.890734,-154.7973,-15.955525,-86.771248
11059811059.077,-18.415871,156.31232,-19.727211,-154.42706,-15.96211,-86.850853
11059811066.591,-18.412092,155.63055,-19.682219,-154.46121,-15.960226,-86.843834
11059811074.104,-18.373125,155.67723,-19.649979,-154.56448,-15.957415,-87.051521
11059811081.618,-18.369814,155.86868,-19.704,-154.78886,-15.970339,-87.260712
11059811089.132,-18.383495,156.30632,-19.801447,-154.67162,-15.968367,-87.199089
11059811096.646,-18.363283,156.74451,-19.866993,-154.91866,-15.977241,-87.242325
11059811104.16,-18.352205,156.90881,-19.959208,-155.14221,-15.966929,-86.921745
11059811111.673,-18.393045,157.05945,-19.996082,-155.12021,-15.955148,-86.993126
11059811119.187,-18.392063,157.25247,-19.93638,-155.10953,-15.972514,-86.724419
11059811126.701,-18.366856,157.09003,-19.968878,-154.95016,-15.941925,-86.530983
11059811134.215,-18.360762,156.54097,-19.854755,-154.75389,-15.895331,-86.219185
11059811141.729,-18.381454,155.89407,-19.715141,-154.54663,-15.933985,-86.224037
